e,r,r
71878,-66,-17
71879,33,13
71880,33,22
71881,-59,-10
71882,32,26
71883,-63,-14
71884,-58,-9
71885,-19,-68
71886,27,32
71887,27,28
71888,29,23
71889,-5,-54
71890,-61,-12
71891,-59,-59
71892,27,29
71893,-64,-15
71894,-9,-58
71895,19,25
71896,23,30
71897,-61,-61
71898,29,24
71899,21,33
71900,-69,-20
71901,29,30
71902,-63,-14
71903,-59,-10
71904,-9,-58
71905,29,20
71906,-63,-14
71907,32,33
71908,-6,-55
71909,-5,-54
71910,-69,-20
71911,-67,-18
71912,-59,-10
71913,-12,-61
71914,32,24
71915,-63,-14
71916,32,29
71917,-65,-16
71918,-63,-14
71919,29,30
71920,-59,-59
71921,-62,-13
71922,-10,-59
71923,17,29
71924,-66,-17
71925,-65,-16
71926,-7,-56
71927,29,30
71928,25,27
71929,-7,-56
71930,-63,-14
71931,-62,-13
71932,-12,-61
71933,-55,-6
71934,-65,-16
71935,-64,-15
71936,29,27
71937,-65,-16
71938,-62,-13
71939,-67,-18
71940,26,18
71941,-65,-16
71942,-15,-64
71943,-65,-16
71944,-5,-54
71945,26,25
71946,-59,-10
71947,29,23
71948,-62,-13
71949,-66,-17
71950,-13,-62
71951,-10,-59
71952,30,24
71953,-60,-11
71954,27,33
71955,-66,-66
71956,-8,-57
71957,-5,-54
71958,-60,-60
71959,-63,-14
71960,-69,31
71961,-63,-14
71962,24,26
71963,-63,-14
71964,-62,-13
71965,-65,-16
71966,-70,-21
71967,-61,-12
71968,-68,-19
71969,18,27
71970,33,23
71971,28,27
71972,-63,-14
71973,-62,-13
71974,-11,-60
71975,24,31
71976,29,29
71977,-13,-62
71978,-59,-10
71979,26,-4
71980,-11,-60
71981,29,22
71982,28,27
71983,29,26
71984,-68,-19
71985,-15,-64
71986,26,30
71987,-6,-55
71988,30,30
71989,-62,-13
71990,-12,-61
71991,33,29
71992,31,31
71993,-66,-17
71994,-65,-16
71995,-15,-64
71996,-60,-11
71997,-64,-15
71998,-5,-54
71999,-5,-54
72000,-13,-62
72001,30,29
72002,26,33
72003,-14,-63
72004,-64,-15
72005,-9,-58
72006,-66,-17
72007,-5,-54
72008,30,27
72009,-64,-15
72010,-73,-24
72011,32,17
72012,24,32
72013,27,29
72014,-60,-11
72015,-62,-13
72016,-6,-55
72017,-62,-13
72018,31,24
72019,22,27
72020,30,28
72021,-64,-15
72022,-65,-16
72023,-5,-54
72024,-4,-53
72025,-9,-58
72026,28,22
72027,-60,-11
72028,-64,-15
72029,-67,-18
72030,24,32
72031,-6,-55
72032,-72,-23
72033,24,29
72034,-6,-55
72035,28,22
72036,-68,-19
72037,-8,-57
72038,-16,-65
72039,-12,-61
72040,-61,-12
72041,-4,-53
72042,-6,-55
72043,-72,-23
72044,-62,-13
72045,30,28
72046,31,28
72047,31,16
72048,-59,-10
72049,-68,-19
72050,-65,-16
72051,-59,-10
72052,24,18
72053,-64,-15
72054,-65,-16
72055,25,26
72056,-15,-64
72057,23,25
72058,-4,-53
72059,-8,-57
72060,23,31
72061,-19,-68
72062,27,26
72063,-5,-54
72064,31,27
72065,27,29
72066,-59,-10
72067,-18,-67
72068,-10,-59
72069,27,23
72070,-5,-54
72071,28,26
72072,25,26
72073,26,28
72074,-57,-8
72075,17,24
72076,-59,-10
72077,-67,-18
72078,-62,-13
72079,29,30
72080,18,32
72081,-61,-12
72082,-66,-17
72083,26,31
72084,-10,-59
72085,32,31
72086,29,29
72087,31,31
72088,-4,-53
72089,-64,-15
72090,-61,-12
72091,27,33
72092,27,30
72093,-64,-15
72094,-65,-16
72095,-14,-63
72096,-63,-14
72097,-5,-54
72098,-19,-68
72099,-17,-66
72100,25,31
72101,-64,-15
72102,-63,-14
72103,-13,-62
72104,-61,-12
72105,-62,-13
72106,-57,-8
72107,-62,-13
72108,-62,-13
72109,32,19
72110,-66,-17
72111,-63,-14
72112,-71,-22
72113,31,32
72114,-65,-16
72115,28,27
72116,-7,-56
72117,-64,-15
72118,31,30
72119,25,25
72120,-74,-25
72121,-8,-57
72122,33,26
72123,-72,28
72124,-57,-8
72125,-12,-61
72126,-8,-57
72127,29,30
72128,-8,-57
72129,-67,-18
72130,-6,-55
72131,-60,-11
72132,-65,-16
72133,-65,-16
72134,-59,-10
72135,-69,-20
72136,-65,-16
72137,32,24
72138,-9,-58
72139,31,21
72140,29,31
72141,31,25
72142,-63,-14
72143,-67,-18
72144,33,28
72145,31,31
72146,28,33
72147,24,29
72148,-4,-53
72149,-9,-58
72150,-4,-53
72151,-59,-10
72152,-62,-13
72153,-5,-54
72154,-62,-13
72155,25,23
72156,-21,-70
72157,-5,-54
72158,-66,-66
72159,15,22
72160,19,25
72161,-6,-55
72162,26,30
72163,-64,-15
72164,30,25
72165,28,24
72166,-5,-54
72167,-11,-60
72168,-6,-55
72169,-6,-55
72170,-11,-60
72171,-64,-15
72172,-65,-16
72173,-7,-56
72174,-60,-11
72175,-6,-55
72176,-14,-63
72177,-9,-58
72178,-61,-12
72179,-10,-59
72180,-5,-54
72181,-6,-55
72182,-69,-20
72183,29,20
72184,-7,-56
72185,-7,-56
72186,-59,-10
72187,-10,-59
72188,-11,-60
72189,-8,-57
72190,-61,-12
72191,-6,-55
72192,-5,-54
72193,-64,-15
72194,31,28
72195,30,31
72196,-61,-12
72197,-65,-16
72198,-58,-9
72199,-9,-58
72200,25,32
72201,-64,-15
72202,-71,31
72203,-62,-62
72204,-70,33
72205,-11,-60
72206,-64,-15
72207,-4,-53
72208,-67,-18
72209,29,24
72210,33,22
72211,-8,-57
72212,30,25
72213,31,31
72214,26,30
72215,-8,-57
72216,-14,-63
72217,26,24
72218,-76,28
72219,-16,-65
72220,-59,-10
72221,-8,-57
72222,-9,-58
72223,-7,-56
72224,29,32
72225,-6,-55
72226,28,31
72227,-66,-17
72228,19,20
72229,-61,-12
72230,30,29
72231,-62,-13
72232,-60,-11
72233,27,28
72234,32,28
72235,32,31
72236,32,27
72237,-4,-53
72238,-4,-53
72239,28,31
72240,-10,-59
72241,-17,-66
72242,-4,-53
72243,-10,-59
72244,-9,-58
72245,-19,-68
72246,-4,-53
72247,-65,-16
72248,-6,-55
72249,-8,-57
72250,-7,-56
72251,-58,-9
72252,29,33
72253,-67,-18
72254,-6,-55
72255,-61,-12
72256,29,19
72257,-8,-57
72258,31,21
72259,20,30
72260,-67,-18
72261,-61,-12
72262,-64,-15
72263,-62,-13
72264,-60,-11
72265,-16,-65
72266,-6,-55
72267,29,-74
72268,-6,-55
72269,-14,-63
72270,-65,-16
72271,-70,30
72272,-62,-13
72273,-7,-56
72274,-64,-15
72275,-66,-17
72276,23,27
72277,-15,-64
72278,-66,-17
72279,-12,-61
72280,26,21
72281,-7,-56
72282,-18,-67
72283,-60,-11
72284,27,24
72285,28,27
72286,-66,-17
72287,-66,-17
72288,28,22
72289,-57,-8
72290,-58,-9
72291,-6,-55
72292,24,26
72293,28,33
72294,-69,-20
72295,-4,-53
72296,-68,-19
72297,-61,-61
72298,-66,-17
72299,-60,-11
72300,-65,-16
72301,-69,31
72302,-63,-14
72303,29,30
72304,-5,-54
72305,-15,-64
72306,21,26
72307,-61,-12
72308,-58,-9
72309,-64,-15
72310,-63,-14
72311,-6,-55
72312,-72,33
72313,-61,-12
72314,-69,-20
72315,31,26
72316,27,26
72317,-14,-63
72318,29,27
72319,-69,31
72320,27,31
72321,30,29
72322,32,31
72323,-7,-56
72324,30,25
72325,-65,-16
72326,-6,-55
72327,33,26
72328,-6,-55
72329,-65,-16
72330,33,27
72331,-57,-8
72332,-8,-57
72333,-13,-62
72334,24,28
72335,28,27
72336,-73,-24
72337,-7,-56
72338,-71,-22
72339,27,31
72340,33,32
72341,-64,-15
72342,-60,-11
72343,-60,-11
72344,-7,-56
72345,-58,-9
72346,-9,-58
72347,-4,-53
72348,-11,-60
72349,-6,-55
72350,-69,-20
72351,30,22
72352,-13,-62
72353,23,22
72354,-59,-10
72355,28,31
72356,-64,-15
72357,31,27
72358,-7,-56
72359,31,30
72360,-60,-11
72361,19,33
72362,-59,-10
72363,-67,-18
72364,-7,-56
72365,-9,-58
72366,-63,-14
72367,22,31
72368,-60,-11
72369,22,31
72370,-9,-58
72371,30,20
72372,26,33
72373,-64,-15
72374,-62,-13
72375,-67,-18
72376,-12,-61
72377,-63,-14
72378,31,29
72379,28,31
72380,-61,-12
72381,30,31
72382,22,26
72383,-6,-55
72384,23,26
72385,-4,-53
72386,-15,-64
72387,-8,-57
72388,27,-87
72389,-63,-14
72390,-5,-54
72391,24,26
72392,-14,-63
72393,-6,-55
72394,-16,-65
72395,-4,-53
72396,-5,-54
72397,22,27
72398,-6,-55
72399,26,23
72400,-68,-19
72401,-6,-55
72402,-65,-16
72403,-63,-14
72404,24,26
72405,-6,-55
72406,27,24
72407,-62,-13
72408,-9,-58
72409,-7,-56
72410,-67,-18
72411,26,30
72412,-59,-10
72413,-12,-61
72414,-9,-58
72415,22,21
72416,33,25
72417,-61,-12
72418,33,4
72419,29,29
72420,-61,-12
72421,31,27
72422,-13,-62
72423,-63,-14
72424,23,25
72425,-65,-16
72426,30,27
72427,-59,-10
72428,-61,-12
72429,-61,-12
72430,-61,-12
72431,30,27
72432,-6,-55
72433,-63,-14
72434,30,25
72435,-69,-20
72436,-60,-11
72437,-63,-14
72438,-10,-59
72439,31,29
72440,25,12
72441,24,27
72442,-14,-63
72443,-60,-11
72444,-11,-60
72445,-62,-13
72446,33,30
72447,28,32
72448,-4,-53
72449,-6,-55
72450,-64,-15
72451,-7,-56
72452,30,15
72453,-10,-59
72454,32,-71
72455,-9,-58
72456,-57,-8
72457,33,19
72458,26,31
72459,-6,-55
72460,-69,-20
72461,-62,-13
72462,29,32
72463,-7,-56
72464,-59,-10
72465,-18,-67
72466,-60,-11
72467,-59,-10
72468,29,31
72469,29,31
72470,30,28
72471,-61,-12
72472,-10,-59
72473,-64,-15
72474,-14,-63
72475,-67,-67
72476,-64,-15
72477,31,31
72478,24,18
72479,-59,-10
72480,-59,-10
72481,32,26
72482,-61,-12
72483,26,30
72484,-59,-10
72485,-61,-12
72486,-65,-16
72487,22,18
72488,29,30
72489,-59,-10
72490,-63,-14
72491,-59,-10
72492,28,19
72493,21,25
72494,-66,-17
72495,32,19
72496,28,32
72497,26,30
72498,-62,-13
72499,-60,-11
72500,-61,-12
72501,-61,-12
72502,-66,-17
72503,-63,-14
72504,-59,-10
72505,-60,-11
72506,28,31
72507,-65,-16
72508,-68,-19
72509,31,31
72510,26,27
72511,-57,-8
72512,29,25
72513,-56,-7
72514,-8,-57
72515,32,-18
72516,-22,-71
72517,31,24
72518,-62,-13
72519,-66,-17
72520,-14,-63
72521,-63,-14
72522,24,26
72523,-67,-18
72524,-65,-16
72525,-58,-9
72526,-65,-16
72527,28,30
72528,-59,-10
72529,-18,-67
72530,-21,-70
72531,31,29
72532,-59,-10
72533,-6,-55
72534,-9,-58
72535,-74,-25
72536,-59,-10
72537,33,-101
72538,-62,-13
72539,-59,-10
72540,-17,-66
72541,-65,-16
72542,-58,-9
72543,-19,-68
72544,-59,-10
72545,-66,-17
72546,-64,-15
72547,-59,-10
72548,24,29
72549,-57,-8
72550,31,19
72551,-61,-12
72552,24,20
72553,31,30
72554,29,24
72555,29,15
72556,-72,-23
72557,31,32
72558,-4,-53
72559,-64,-15
72560,-63,-14
72561,25,23
72562,-15,-64
72563,26,23
72564,32,29
72565,29,16
72566,31,26
72567,28,23
72568,28,23
72569,-6,-55
72570,26,24
72571,-61,-12
72572,-10,-59
72573,-66,-17
72574,-58,-9
72575,-58,-9
72576,32,30
72577,20,-83
72578,-63,-14
72579,23,18
72580,30,30
72581,-57,-57
72582,30,29
72583,27,23
72584,31,20
72585,-62,-13
72586,-60,-11
72587,-65,-16
72588,31,25
72589,-62,-62
72590,-22,-71
72591,30,20
72592,-67,-18
72593,32,29
72594,26,28
72595,30,14
72596,31,-72
72597,28,20
72598,-63,-14
72599,-13,-62
72600,-61,-12
72601,-69,-20
72602,-66,-17
72603,-59,-10
72604,-64,-15
72605,31,29
72606,23,21
72607,-7,-56
72608,27,24
72609,-61,-12
72610,-60,-11
72611,33,-72
72612,-64,-15
72613,33,23
72614,-10,-59
72615,-59,-10
72616,-59,-10
72617,-74,-25
72618,-64,-15
72619,-62,-13
72620,-65,-16
72621,25,29
72622,-9,-58
72623,29,-11
72624,-63,-14
72625,30,25
72626,-17,-66
72627,-73,-24
72628,-13,-62
72629,-5,-54
72630,-64,-15
72631,-59,-10
72632,-58,-9
72633,-64,-15
72634,-64,-15
72635,-17,-66
72636,-62,-13
72637,27,30
72638,-60,-11
72639,-59,-10
72640,-63,-14
72641,-15,-64
72642,-11,-60
72643,-22,-71
72644,-62,-13
72645,-18,-67
72646,24,8
72647,-60,-11
72648,31,23
72649,-67,-18
72650,30,27
72651,-70,-21
72652,18,27
72653,-63,-14
72654,-62,-13
72655,-60,-11
72656,-58,-9
72657,-65,-16
72658,-65,-16
72659,28,25
72660,31,4
72661,-8,-57
72662,26,-78
72663,-70,-21
72664,-66,-17
72665,-60,-11
72666,-66,-17
72667,29,-71
72668,-55,-6
72669,26,19
72670,29,20
72671,32,29
72672,-16,-65
72673,-4,-53
72674,26,-32
72675,-14,-63
72676,29,3
72677,30,28
72678,-16,-65
72679,-13,-62
72680,29,-92
72681,-7,-56
72682,27,26
72683,-67,-18
72684,27,26
72685,-13,-62
72686,-62,-13
72687,-16,-65
72688,-61,-12
72689,28,23
72690,-65,-16
72691,25,7
72692,-66,-17
72693,33,15
72694,-59,-10
72695,-69,-20
72696,-69,-20
72697,-63,-14
72698,-66,-17
72699,-61,-12
72700,29,27
72701,31,-99
72702,25,-173
72703,26,31
72704,-9,-58
72705,-12,-61
72706,-66,-17
72707,-65,-16
72708,-60,-11
72709,27,27
72710,33,26
72711,28,20
72712,23,20
72713,28,-104
72714,-62,-13
72715,31,24
72716,-66,-17
72717,-59,-10
72718,-7,-56
72719,23,31
72720,16,25
72721,-66,-17
72722,-13,-62
72723,-13,-62
72724,-67,-18
72725,30,25
72726,28,31
72727,-7,-56
72728,-65,-16
72729,-60,-11
72730,-73,-24
72731,-58,-9
72732,-12,-61
72733,-70,-21
72734,-6,-55
72735,-64,-15
72736,-71,-22
72737,-62,-13
72738,-67,33
72739,30,-51
72740,-65,-16
72741,-7,-56
72742,-64,-15
72743,-62,-13
72744,-16,-65
72745,-67,-67
72746,-15,-64
72747,-70,-21
72748,-63,-14
72749,-66,-17
72750,-12,-61
72751,-63,-14
72752,30,28
72753,-59,-10
72754,-10,-59
72755,-64,-15
72756,-60,-11
72757,-60,-11
72758,27,28
72759,-67,-18
72760,-63,-14
72761,-7,-56
72762,-7,-56
72763,-11,-60
72764,-62,-13
72765,-64,-15
72766,-67,-18
72767,-65,-16
72768,-65,-16
72769,-64,-15
72770,-64,-15
72771,32,8
72772,-12,-61
72773,-11,-60
72774,32,26
72775,25,29
72776,-14,-63
72777,-62,-13
72778,-10,-59
72779,29,-103
72780,26,27
72781,-8,-57
72782,25,18
72783,-5,-54
72784,-6,-55
72785,25,28
72786,-63,-14
72787,-17,-66
72788,29,31
72789,31,27
72790,33,31
72791,-64,-15
72792,-7,-56
72793,-58,-58
72794,-15,-64
72795,-59,-10
72796,-6,-55
72797,-15,-64
72798,-63,-14
72799,-14,-63
72800,23,21
72801,29,30
72802,-8,-57
72803,19,-147
72804,-66,-17
72805,-66,-17
72806,-68,-19
72807,-9,-58
72808,-68,-19
72809,-62,-13
72810,-60,-11
72811,-13,-62
72812,-63,-14
72813,-62,-13
72814,-7,-56
72815,-67,-18
72816,-69,-20
72817,31,25
72818,22,27
72819,-63,-14
72820,-69,-20
72821,-58,-9
72822,-64,-15
72823,29,22
72824,32,31
72825,-64,-15
72826,-12,-61
72827,-60,-11
72828,-9,-58
72829,-58,-9
72830,19,32
72831,-63,-14
72832,24,27
72833,24,27
72834,-16,-65
72835,29,23
72836,-64,-15
72837,27,19
72838,-73,-24
72839,-63,-14
72840,24,26
72841,-57,-8
72842,-57,-8
72843,25,24
72844,-8,-57
72845,-66,-17
72846,28,29
72847,-63,-14
72848,29,17
72849,25,31
72850,-5,-54
72851,30,23
72852,-58,-9
72853,25,25
72854,-4,-53
72855,29,33
72856,-58,-9
72857,30,31
72858,-6,-55
72859,31,-81
72860,-64,-15
72861,-61,-12
72862,-75,31
72863,30,23
72864,-13,-62
72865,-60,-60
72866,-8,-57
72867,24,22
72868,25,33
72869,27,29
72870,-62,-13
72871,29,19
72872,28,29
72873,-11,-60
72874,28,29
72875,-65,-16
72876,30,29
72877,-7,-56
72878,32,27
72879,-62,-13
72880,-7,-56
72881,20,18
72882,-60,-11
72883,-64,-15
72884,-72,30
72885,-72,-23
72886,-63,-14
72887,-12,-61
72888,26,29
72889,-63,-14
72890,-4,-53
72891,-62,-13
72892,-65,-16
72893,-62,-13
72894,-13,-62
72895,-11,-60
72896,-65,-16
72897,24,29
72898,-66,-17
72899,17,18
72900,-63,-14
72901,-65,-16
72902,24,27
72903,-61,-12
72904,24,22
72905,-9,-58
72906,33,29
72907,-59,-10
72908,-9,-58
72909,-9,-58
72910,19,27
72911,-7,-56
72912,25,29
72913,30,29
72914,-6,-55
72915,21,21
72916,25,23
72917,-68,-19
72918,-61,-12
72919,-58,-9
72920,-9,-58
72921,-61,-12
72922,30,32
72923,-8,-57
72924,-8,-57
72925,27,29
72926,-8,-57
72927,-9,-58
72928,-67,-18
72929,-12,-61
72930,-12,-61
72931,-6,-55
72932,-61,-12
72933,26,27
72934,-11,-60
72935,31,26
72936,25,25
72937,-6,-55
72938,-64,-15
72939,-6,-55
72940,30,31
72941,23,32
72942,-10,-59
72943,-60,-11
72944,31,22
72945,31,30
72946,24,29
72947,-70,-21
72948,-5,-54
72949,-67,-18
72950,-69,-20
72951,20,29
72952,-58,-9
72953,-63,-14
72954,-9,-58
72955,-8,-57
72956,-61,-12
72957,19,31
72958,-62,-13
72959,-60,-11
72960,-62,-13
72961,-11,-60
72962,-60,-11
72963,-64,-15
72964,31,32
72965,30,33
72966,-11,-60
72967,33,32
72968,-64,-15
72969,-61,-12
72970,-63,-14
72971,25,26
72972,-67,-18
72973,-67,-18
72974,-65,-16
72975,26,29
72976,29,31
72977,-66,-17
72978,-71,-22
72979,24,30
72980,-6,-55
72981,28,32
72982,26,32
72983,-63,-14
72984,-5,-54
72985,-8,-57
72986,-66,-17
72987,-56,-7
72988,-62,-13
72989,25,31
72990,31,32
72991,-59,-10
72992,-5,-54
72993,29,26
72994,-60,-11
72995,29,19
72996,-66,-17
72997,27,30
72998,-6,-55
72999,-7,-56
73000,-6,-55
73001,30,29
73002,-67,-18
73003,15,25
73004,20,25
73005,-13,-62
73006,-58,-9
73007,-59,-10
73008,21,24
73009,-67,-18
73010,31,26
73011,-66,-17
73012,-65,-16
73013,23,29
73014,-14,-63
73015,24,26
73016,-65,-16
73017,-11,-60
73018,32,32
73019,30,21
73020,-69,31
73021,28,30
73022,33,24
73023,-62,-13
73024,-9,-58
73025,-66,-17
73026,-11,-60
73027,-64,-15
73028,-61,-12
73029,-64,-15
73030,-67,-18
73031,-10,-59
73032,28,31
73033,-9,-58
73034,-61,-12
73035,-63,-14
73036,21,30
73037,-20,-69
73038,-8,-57
73039,-70,-21
73040,-7,-56
73041,27,22
73042,-65,-16
73043,30,27
73044,-6,-55
73045,-70,30
73046,-60,-11
73047,-60,-11
73048,-70,-21
73049,29,26
73050,22,17
73051,26,27
73052,-69,31
73053,-66,-17
73054,28,29
73055,-9,-58
73056,-65,-16
73057,-76,26
73058,-4,-53
73059,21,31
73060,-11,-60
73061,22,27
73062,-64,-15
73063,26,21
73064,-63,-14
73065,-9,-58
73066,-10,-59
73067,-61,-12
73068,-68,-19
73069,-65,-16
73070,28,22
73071,33,25
73072,-73,-24
73073,-69,-20
73074,-7,-56
73075,-8,-57
73076,32,26
73077,-61,-12
73078,-7,-56
73079,-15,-64
73080,30,24
73081,29,27
73082,-8,-57
73083,-64,-15
73084,27,24
73085,27,19
73086,31,24
73087,19,27
73088,25,27
73089,-5,-54
73090,-76,-27
73091,-68,-19
73092,-63,-14
73093,-64,-15
73094,31,30
73095,-62,-13
73096,27,28
73097,30,23
73098,-61,-12
73099,-62,-13
73100,-67,-18
73101,15,31
73102,18,26
73103,-77,-28
73104,-13,-62
73105,30,28
73106,-4,-53
73107,-6,-55
73108,-57,-8
73109,-17,-66
73110,-9,-58
73111,-9,-58
73112,-65,-16
73113,-14,-63
73114,29,18
73115,-12,-61
73116,30,20
73117,-60,-11
73118,-7,-56
73119,31,24
73120,-11,-60
73121,32,25
73122,23,28
73123,-61,-12
73124,-73,-24
73125,33,21
73126,-60,-11
73127,-9,-58
73128,-11,-60
73129,-62,-13
73130,27,28
73131,-66,-17
73132,29,24
73133,-64,-64
73134,-68,-19
73135,-58,-9
73136,25,29
73137,18,27
73138,32,25
73139,-8,-57
73140,27,24
73141,25,20
73142,-61,-12
73143,-14,-63
73144,-70,30
73145,-16,-65
73146,31,25
73147,-15,-64
73148,27,30
73149,-69,-20
73150,26,21
73151,-15,-64
73152,-10,-59
73153,-65,-16
73154,30,25
73155,-63,-14
73156,24,17
73157,31,24
73158,-63,-14
73159,-64,-15
73160,-70,30
73161,30,31
73162,30,30
73163,30,23
73164,23,26
73165,26,22
73166,-70,-21
73167,28,26
73168,-63,-14
73169,26,24
73170,-63,-14
73171,-72,29
73172,-9,-58
73173,-62,-13
73174,-61,-12
73175,-62,-13
73176,28,26
73177,-63,-14
73178,-65,-16
73179,-9,-58
73180,27,26
73181,28,-33
73182,-61,-12
73183,-6,-55
73184,31,21
73185,-61,-12
73186,30,7
73187,-7,-56
73188,-4,-53
73189,-64,-15
73190,-60,-11
73191,-72,32
73192,30,-55
73193,25,31
73194,-9,-58
73195,-62,-13
73196,-65,-16
73197,-9,-58
73198,33,30
73199,-63,-14
73200,23,13
73201,-65,-16
73202,-69,-20
73203,-15,-64
73204,-65,-16
73205,-15,-64
73206,25,27
73207,-9,-58
73208,-61,-12
73209,-10,-59
73210,28,21
73211,27,24
73212,-8,-57
73213,16,27
73214,-72,30
73215,-15,-64
73216,-65,-16
73217,-67,-18
73218,26,25
73219,27,26
73220,-67,-18
73221,-63,-14
73222,31,29
73223,-61,-12
73224,-70,-21
73225,29,32
73226,28,27
73227,-65,-16
73228,32,28
73229,-16,-65
73230,-60,-11
73231,22,28
73232,-61,-12
73233,31,30
73234,-79,27
73235,31,23
73236,23,25
73237,-57,-8
73238,-68,-19
73239,-9,-58
73240,27,24
73241,28,28
73242,23,21
73243,-59,-10
73244,-64,-15
73245,-57,-8
73246,-64,-15
73247,-65,-16
73248,28,30
73249,-18,-67
73250,-10,-59
73251,-67,-18
73252,28,20
73253,21,25
73254,31,25
73255,-8,-57
73256,-66,-17
73257,-7,-56
73258,32,25
73259,-65,-16
73260,25,23
73261,24,22
73262,-16,-65
73263,29,30
73264,-7,-56
73265,24,26
73266,-59,-10
73267,-63,-14
73268,-7,-56
73269,29,32
73270,-11,-60
73271,31,32
73272,32,29
73273,31,30
73274,-7,-56
73275,-9,-58
73276,-17,-66
73277,-59,-10
73278,-59,-10
73279,33,-67
73280,30,32
73281,-63,-14
73282,-59,-10
73283,-16,-65
73284,27,28
73285,-65,-16
73286,-9,-58
73287,-8,-57
73288,-65,-65
73289,31,30
73290,33,25
73291,-69,-20
73292,29,31
73293,-58,-9
73294,29,26
73295,20,23
73296,-60,-11
73297,32,32
73298,25,16
73299,-63,-14
73300,30,24
73301,25,21
73302,-7,-56
73303,27,29
73304,30,31
73305,-66,-17
73306,33,25
73307,-58,-9
73308,24,24
73309,-6,-55
73310,32,33
73311,-61,-12
73312,-60,-11
73313,-63,-14
73314,-14,-63
73315,-63,-14
73316,-13,-62
73317,31,24
73318,-63,-14
73319,-68,-19
73320,-60,-11
73321,-9,-58
73322,-6,-55
73323,32,22
73324,-61,-12
73325,-64,-15
73326,27,29
73327,29,29
73328,-8,-57
73329,-6,-55
73330,-62,-13
73331,-15,-64
73332,22,27
73333,-65,-16
73334,-59,-10
73335,33,26
73336,24,13
73337,26,28
73338,-69,-20
73339,-68,-19
73340,31,27
73341,29,25
73342,25,33
73343,33,30
73344,-60,-11
73345,-74,-25
73346,-62,-13
73347,26,29
73348,-9,-58
73349,-12,-61
73350,-11,-60
73351,-65,-16
73352,-61,-12
73353,27,30
73354,-60,-11
73355,-61,-12
73356,27,26
73357,21,29
73358,-4,-53
73359,33,29
73360,27,24
73361,-59,-10
73362,-64,-15
73363,26,27
73364,30,24
73365,24,29
73366,-67,-18
73367,-67,-18
73368,28,21
73369,33,32
73370,27,24
73371,-14,-63
73372,-65,-16
73373,-66,-17
73374,-60,-60
73375,-61,-12
73376,-60,-60
73377,-76,31
73378,-58,-9
73379,-61,-12
73380,-68,-19
73381,-58,-9
73382,-8,-57
73383,-12,-61
73384,-7,-56
73385,-59,-10
73386,-5,-54
73387,-64,-15
73388,-7,-56
73389,-4,-53
73390,22,23
73391,-66,-17
73392,-60,-11
73393,-60,-11
73394,-61,-12
73395,-58,-9
73396,-4,-53
73397,-10,-59
73398,-15,-64
73399,-11,-60
73400,-13,-62
73401,-74,31
73402,-59,-10
73403,-8,-57
73404,-70,-21
73405,-11,-60
73406,-62,-13
73407,-59,-10
73408,-11,-60
73409,29,24
73410,27,26
73411,30,24
73412,29,25
73413,-6,-55
73414,29,32
73415,-11,-60
73416,-62,-13
73417,-65,-16
73418,-64,-15
73419,-9,-58
73420,-12,-61
73421,-59,-10
73422,-61,-12
73423,30,28
73424,24,31
73425,30,28
73426,31,-69
73427,-60,-11
73428,30,19
73429,-57,-8
73430,-63,-14
73431,29,27
73432,32,30
73433,-65,-16
73434,-63,-14
73435,-67,-18
73436,-62,-13
73437,-68,-19
73438,26,24
73439,-9,-58
73440,-6,-55
73441,-58,-9
73442,-5,-54
73443,27,28
73444,-66,-17
73445,17,33
73446,-60,-11
73447,-7,-56
73448,-63,-14
73449,31,29
73450,27,24
73451,-67,-18
73452,-69,-20
73453,31,28
73454,-11,-60
73455,-9,-58
73456,31,30
73457,-65,-16
73458,-13,-62
73459,30,28
73460,-11,-60
73461,-11,-60
73462,-61,-12
73463,-67,-18
73464,28,24
73465,-68,-19
73466,21,30
73467,27,31
73468,-66,-17
73469,24,27
73470,29,22
73471,22,23
73472,-61,-12
73473,-66,-17
73474,-81,30
73475,30,-71
73476,-60,-11
73477,-8,-57
73478,-64,-15
73479,-66,-17
73480,-62,-13
73481,-12,-61
73482,-4,-53
73483,-8,-57
73484,-80,25
73485,-62,-13
73486,29,28
73487,-65,-16
73488,-72,28
73489,27,14
73490,-69,-20
73491,29,30
73492,-57,-8
73493,30,29
73494,-58,-9
73495,-58,-9
73496,-59,-10
73497,-12,-61
73498,23,28
73499,-7,-56
73500,30,33
73501,-64,-15
73502,-66,-17
73503,31,33
73504,30,24
73505,-66,-17
73506,20,33
73507,-63,-14
73508,23,29
73509,-66,-17
73510,-66,-17
73511,-60,-11
73512,-60,-11
73513,31,23
73514,-62,-13
73515,33,28
73516,-13,-62
73517,28,28
73518,33,28
73519,-59,-10
73520,-65,-16
73521,29,29
73522,-61,-12
73523,26,30
73524,23,24
73525,-60,-11
73526,-70,-21
73527,-12,-61
73528,-9,-58
73529,25,18
73530,31,25
73531,14,30
73532,-59,-10
73533,-59,-10
73534,-11,-60
73535,-67,-18
73536,-11,-60
73537,-59,-10
73538,20,29
73539,17,27
73540,26,31
73541,27,24
73542,26,30
73543,-66,-17
73544,-61,-12
73545,14,27
73546,-7,-56
73547,-8,-57
73548,32,29
73549,-66,-17
73550,-60,-11
73551,32,26
73552,30,29
73553,-6,-55
73554,30,24
73555,-63,-14
73556,30,23
73557,31,32
73558,31,28
